Source,Target
Том никогда не жульничает.,Tom never cheats.
Том так и не забыл.,Tom never forgot.
Том никогда не смеётся.,Tom never laughs.
Том никогда меня не видел.,Tom never saw me.
Том меня никогда не видел.,Tom never saw me.
Том никогда не кричит.,Tom never shouts.
Том так и не явился.,Tom never showed.
Том никогда не спит.,Tom never sleeps.
Том никогда не улыбается.,Tom never smiles.
Том никогда не пишет.,Tom never writes.
Том снова кивнул.,Tom nodded again.
Том кивнул мне.,Tom nodded to me.
Том это заметил.,Tom noticed that.
Том часто улыбается.,Tom often smiles.
Том заказал это.,Tom ordered this.
Том должен победить.,Tom ought to win.
Том меня перехитрил.,Tom outwitted me.
Том нас подслушал.,Tom overheard us.
Том должен мне триста долларов.,Tom owes me $300.
Том ничего не заплатил.,Tom paid nothing.
Том заплатил гонорар.,Tom paid the fee.
Том прошёл мимо меня.,Tom passed by me.
Том ущипнул Мэри.,Tom pinched Mary.
Том сажает деревья.,Tom plants trees.
Том играет в бридж.,Tom plays bridge.
Том играет в хоккей.,Tom plays hockey.
Том играет в футбол.,Tom plays soccer.
Том играет в теннис.,Tom plays tennis.
Том это предсказывал.,Tom predicted it.
Том предпочитает джаз.,Tom prefers jazz.
"Том нажал ""отправить"".",Tom pressed send.
"Том, вероятно, выиграл.",Tom probably won.
Том меня защищал.,Tom protected me.
Том ударил Мэри кулаком.,Tom punched Mary.
Том надел галстук.,Tom put on a tie.
Том напялил галстук.,Tom put on a tie.
Том бросил работу.,Tom quit his job.
Том бросил курить.,Tom quit smoking.
Том побежал за помощью.,Tom ran for help.
Том побежал наверх.,Tom ran upstairs.
Том прочитал этикетку.,Tom read the tag.
Том читает по-французски.,Tom reads French.
Том читает романы.,Tom reads novels.
Том читает медленно.,Tom reads slowly.
Том взял напрокат машину.,Tom rented a car.
Том спас Мэри.,Tom rescued Mary.
Том тебя уважает.,Tom respects you.
Том вас уважает.,Tom respects you.
Том попрощался.,Tom said goodbye.
Том сказал до свидания.,Tom said goodbye.
Том ничего не сказал.,Tom said nothing.
Том пел фальшиво.,Tom sang off key.
Том пел Мэри.,Tom sang to Mary.
Том уселся на бревно.,Tom sat on a log.
Том спас мою собаку.,Tom saved my dog.
Том всех нас спас.,Tom saved us all.
Том видел барсука.,Tom saw a badger.
Том видел койота.,Tom saw a coyote.
Том был у врача.,Tom saw a doctor.
Том кого-то видел.,Tom saw somebody.
Том видел новости.,Tom saw the news.
"Том говорит, что он в порядке.",Tom says he's OK.
"Том говорит, что с ним всё в порядке.",Tom says he's OK.
"Том говорит, что всё в порядке.",Tom says it's OK.
"Том говорит, что так нормально.",Tom says it's OK.
Том отчитал Мэри.,Tom scolded Mary.
Том отругал Мэри.,Tom scolded Mary.
Том казался сердитым.,Tom seemed angry.
"Казалось, Том счастлив.",Tom seemed happy.
Том казался напряжённым.,Tom seemed tense.
Том казался усталым.,Tom seemed tired.
Том казался расстроенным.,Tom seemed upset.
Сейчас Том вроде бы в порядке.,Tom seems OK now.
Том кажется предвзятым.,Tom seems biased.
Том кажется умным.,Tom seems bright.
Том кажется умным.,Tom seems clever.
"Том, кажется, глуп.",Tom seems stupid.
Том выглядит неуверенным.,Tom seems unsure.
Том продаёт кофе.,Tom sells coffee.
Том продаёт радиоприёмники.,Tom sells radios.
Том отправил меня домой.,Tom sent me home.
Том прислал мне это.,Tom sent me that.
Том отправил мне это.,Tom sent me that.
Том мне это прислал.,Tom sent me that.
Том совершает покупки в сети.,Tom shops online.
Том покупает вещи онлайн.,Tom shops online.
Том выстрелил в Мэри.,Tom shot at Mary.
Том выстрелил в себя.,Tom shot himself.
У Тома должно быть всё в порядке.,Tom should be OK.
Том должен расслабиться.,Tom should relax.
Том закрыл крышку.,Tom shut the lid.
Том снова вздохнул.,Tom sighed again.
Том сбежал из города.,Tom skipped town.
Том шлёпнул Мэри.,Tom slapped Mary.
Том много спит.,Tom sleeps a lot.
Том сильно ударил Мэри.,Tom slugged Mary.
От Тома ужасно пахнет.,Tom smells awful.
От Тома странно пахнет.,Tom smells weird.
Том снова улыбнулся.,Tom smiled again.
Том мне улыбнулся.,Tom smiled at me.
Том улыбнулся нам.,Tom smiled at us.
Том застенчиво улыбнулся.,Tom smiled shyly.
Том много улыбается.,Tom smiles a lot.
Том много курит.,Tom smokes a lot.
Том продал свою машину.,Tom sold his car.
У Тома уставший голос.,Tom sounds tired.
Голос у Тома расстроенный.,Tom sounds upset.
Том говорил по-французски.,Tom spoke French.
Том громко разговаривал.,Tom spoke loudly.
Том говорил медленно.,Tom spoke slowly.
Том ударил Мэри ножом.,Tom stabbed Mary.
Том уставился на меня.,Tom stared at me.
Том не засыпал.,Tom stayed awake.
Том остался там.,Tom stayed there.
Том ворует вещи.,Tom steals stuff.
Том сделал шаг назад.,Tom stepped back.
Том отступил.,Tom stepped back.
Том украл базу.,Tom stole a base.
Том украл лодку.,Tom stole a boat.
Том стоял поблизости.,Tom stood nearby.
Том остановил Мэри.,Tom stopped Mary.
Том остановился здесь.,Tom stopped here.
Том прилежно учился.,Tom studied hard.
Том здесь учится.,Tom studies here.
Том меня удивил.,Tom surprised me.
Том много ругается.,Tom swears a lot.
Том шёл по пятам.,Tom tagged along.
Том много говорил.,Tom talked a lot.
Том говорил со мной.,Tom talked to me.
Том со мной поговорил.,Tom talked to me.
Том поговорил с нами.,Tom talked to us.
